aadhdhayis	aaashsho
bullachcha	axiraariis
bullachchaa	axiraarissiyay
bullachchaappe	axiraaro
bulqqoyana	axiraaruwa
bululiya	axisenna
bululiyaaba	axisettees
bululiyode	axisettiis
bululsanawu	axisuwa
buqettana	axum
buqura	axuma
buquraa	axumaa
buquradan	axuure
buquratu	axxaa
bussaa	axxo
buuraa	ay
buussa	ayaanaa
buussaa	ayba
buussan	aybaa
buussawu	aybakka
buussay	aybakko
buzo	aybane
buzu	aybanne
aybe
caammaa	aybee
caaratto	aybi
cabbuwa	aybinne
cachchi	aybippekka
caddenna	aybissakko
called	aybissi
camees	aybyssi
cammiya	ayde
camo	ayfe
cariiyaan	ayfee
carkko	ayfees
carkkuwan	ayfenne
cashaas	ayfetanne
cause	ayfettiya
cayidi	ayfetu
cayiyoo	ayfida
cayiyoobaa	ayfiis
ceegaa	ayfiya
ceeggees	ayfiyagee
ceeqettiyooge	ayfiyan
cenggurasan	ayfiyappe
cenggurassati	ayfiyara
cenggurssa	ayfiyo
cenggurssaa	ayhudatu
cenggurssaabaa	aykaliya
cenggurssaaka	aykko
cenggurssaan	aykkobaa
cenggurssaanne	aylettaa
cenggurssaappe	aylletettaa
cenggurssan	aylletettaappe
cenggurssata	aylleti
cenggurssati	aylletiis
cenggurssatu	aylleyiis
cenggurssatun	aylleyiyogaa
cenggurssay	aylliis
cenggurssaynne	ayllikko
cengurssaa	aylliya
cengurssata	aylliyan
center	aymalee
challenging	aymo
character	aymotiis
characteristics	aymottay
cheekke	aymottees
cheekkiyan	aymottiis
chii	aymottiyagaa
choice	aymottiyagee
chokkolaatee	aymoy
chokkolaattee	aymuwa
chokkolette	aynne
chomis	aynnekka
ciifisi	aynnii
ciimma	ayoodiniya
ciimmanne	ayraa
ciimmatettan	ayrllandde
ciiriyoogan	aysaaraa
ciishsha	aysaariis
cima	ayso
cimaa	aysoy
cimaasaa	ayssanaw
cimati	ayssi
cimaynne	ayssida
cinggees	ayssiis
ciraa	ayssiya
ciroshuwadan	ayssiyagaa
cita	ayssiyagee
citaa	aysuwa
citan	aysuwappe
citatuppe	ayyaana
citay	ayyaanaa
class	ayyaanaara
clustering	ayyaanaawatettaappe
	ayyaanaaxillo
	ayyaanadan
code	ayyaanan
codification	ayyaanawa
coherance	ayyaanay
colbbuwa	ayyaani
colbbuwan	ayye
compare	ayyees
comparing	ayyettees
composing	ayyiis
comprehension	ayyiya
conccissees	ayyiyo
conclusion	ayyo
concrete	ayyoo
connotation	ayyuwa
content	ayzaabiya
context	ayzziis
contextualizing	azabbaa
contrasting	azalla
coo	azallatettaa
coogi	azalliis
cooiya	azalssiis
coommayis	azariis
coommiyooge	azazees
coommiyoogee	azazettanaw
cooshshaa	azazettenna
cooyidi	azazettidoogaa
cooyido	azazettidosona
coppayada	azazettiis
cora	azazettiya
coraa	azazettiyogaa
coraba	azazido
corabaa	azaziis
coratettaa	azazin
coratettay	azaziyagaa
coratti	azaziyagee
corattida	azazota
corattidi	azazoy
corattiyaa	azazuwa
coray	azazziis
corayanawu	azazzuwa
corayiyoogee	azik
core	aziki
corta	azina
co''u	azinaa
covert	azinaamachchee
criteria	azinaanne
cucunttaanawu	azinaappe
cuhettidi	azinaara
cuhuwan	azinaassinne
curtain	azinanne
cut	azinaw
cuucumaa	azinay
cuucumay	azinaynne
cuulli	azini
cuullido	aziraaree
d	aziraariya
da	azzaa
daa	azzanaasukayyottaau
daabbetanne	azzanawsu
daafaa	azzanays
daafoy	azzaniis
daafura	azzaniya
daafuridi	azzaniyakayyottiya
daafuriyo	azzano
daafuriyoogaa	azzanttiis
daafurssanawu	azzanttiya
daafurssiya	azzanuwa
daafurssiyaananne	azzanuwan
daakettiyoogaa	azzaqo
daama	b
daana	ba
daanaa	baa
daaninne	baaasu
daannaa	baabiloone
daaro	baabire
daashshaa	baabisiis
daa'uwa	baabisuwa
dab	baabure
daba	baaburee
dababbiya	baaburiya
dabari	baacaa
dabbataa	baacan
dabbotaa	baacay
dabbotaakka	baaccira
dabbotan	baacciraa
dabbotay	baachchaa
dabbotees	'baachira'
dabbotettaa	baaci
dabbotettay	baada
dabbotiya	baaddiqeechchama
dabbotiyo	baadee
dabboty	baadees
dabboyanawu	baadeti
dabboyees	baadettaa
dabboyiya	baadii
dabboyiyoogaa	baadiis
dabboyuwa	baadine
dabboyuwaa	baadiya
dabbuwa	baadoochche
dabdaabbiya	baaduwa
daboyidi	baaeelaa
dabuliiqidi	baa'eelaa
dabuuqidi	baa'eelaara
dafa	baagaa
dafi	baahir
dafidi	baajeetee
dagamaa	baajeetiya
dagamay	baajeetiyaw
daganttido	baajiya
dagattida	baakko
daguwanne	baakkoy
dalbbon	baakkuwa
dalgga	baako
dammatettay	baala
damoozzaa	baalaa
damoozzay	baalaabbaatiya
dana	baalaappe
danaadyees	baalaassi
danaayenna	baalaayyoo
dandayees	baalan
danddaasa	baalaw
danddaayees	baalay
danddatettees	baali
danddayaasa	baalige
danddayana	baaligetiis
danddayas	baaligetoppa
danddayayis	baaligiya
danddayda	baalimoolaa
danddayee	baalliya
danddayees	baalliyadan
danddayeesishin	baalliyan
danddayeettees	baalliyara
danddayeetts	baalo
danddayenna	baalotiis
danddayennaagaa	baalotoosona
danddayennee	baaloyiis
danddayes	baaluwa
danddayetenna	baana
danddayettana	baanaa
danddayettees	baanaadan
danddayettenaba	baanaagee
danddayettenna	baanaappe
danddayettennaagaa	baanaassi
danddayettennaagaanne	baanaw
danddayettennabaa	baanawkka
danddayettennee	baanee
danddayettibeenna	baanne
danddayettii	baappe
danddayettikko	baaqqeelaa
danddayettikkonne	baara
danddayettiyaaba	baaraa
danddayettiyaba	baarada
danddayettiyogaa	baaranddaa
danddayettiyoogaadan	baaranddan
danddayettiyoogee	baare
danddayettiyoy	baarettaa
danddayi	baarigaara
danddayida	baarigaaraa
danddayiday	baarigaarati
danddayido	baarigaaraw
danddayii	baariiddi
danddayiis	baariis
danddayikke	baaro
danddayikkii	baarudaa
danddayikko	baas
danddayikkonne	baashaariis
danddayishin	baashshukuliyan
danddayissiya	baashu
danddayissiyaageeta	baashukuliya
danddayissiyoogaa	baasiis
danddayiya	baaso
danddayiyaa	baasoy
danddayiyaaba	baassaa
danddayiyaagee	baassi
danddayiyaakko	baasu
danddayiyaana	baasuwa
danddayiyaba	baatan
danddayiyagee	baatire
danddayiyakko	baatiriya
danddayiyay	baatiya
danddayiyo	baattaa
danddayiyoga	baattay
danddayiyoo	baa'ula
danddayiyooga	baa'ulattiis
danddayiyoogaa	baawa
danddayiyoogaanne	baawaa
danddayiyoy	baawan
danddayokko	baawee
danddayokkona	baawiis
danddayoos	baawu
danddayoosona	baaxaa
danddayottees	baaxanchchaa
danddayssiya	baaxe
danddayssiyaagaa	baaxeta
dandddayees	baaxetanaw
danddoyoos	baaxetees
danddyiyoogaa	baaxetiis
dandyees	baaxetiyogaa
dankki	baaxettanaw
danobaa	baaxettiyogaappe
danoynne	baaxettoosona
danttota	baaxiya
danttoy	baaxiyan
danttuwa	baaxxoolee
danttuwan	baaxxooliya
danuwa	baayaasu
danuwappe	baayen
daqiiqen	baayidosona
daqiqa	baayiis
darana	baayyiya
darattuwaa	baayyiyo
darees	baayyoo
darenna	baaziliiniya
darennan	baazzaa
darennashin	baazzaappe
dares	baazzan
dargge	baazzatiis
darggiya	babaa
dargiyaa	babbaasu
dari	babbanttaa
daridabaa	babbanttay
daridi	babbariya
daridoogee	babbettaa
darii	babbiis
dariin	babeykke
dariini	babeykkii
dariis	babies'
dariissinne	baboon's
dariissoy	baby's
darin	bacaallaa
darissitu	bacca
darisso	baccaa
darissoo	baceessana
darissota	baceessiis
darissoti	baceessuwa
darissotuppe	bachelorette
darissoy	backbite
darissuwa	backbiter
darissuwaa	backslide
darissuwaba	backsliding
darissuwan	backstrap
darissuwanne	bacteeria
darissuwannebirshshetta	badala
darissuwappe	badalaa
darissuwassi	badalaanne
darissuwassikka	badalaara
darissuwawu	badalay
darissuwawunne	badama
darisuwa	badarachchaa
darisuwawu	baddaa
dariya	baddannaa
dariyaa	baddo
dariyaaga	badhdheesaa
dariyaagaa	badhdheesaanne
dariyagaa	badhdheesay
dariyagee	badmanered
dariyo	badmannered
darkkon	badnaughty
daro	badtempered
darobaa	ba'e
daroban	baganaa
darobati	bagga
darobatun	baggaa
daroppe	baggaakka
darota	baggaanne
daroti	baggaara
daroto	baggan
darotoo	baggata
darotooo	baggatiya
darotussi	baggattiya
daroy	baggay
darrni	baggettiis
darssiya	baggi
darssuwa	baggiis
darssuwanne	bahir
daruwa	baidi
daruwaara	baiis
dawuro	ba'iya
dawuronne	ba'iyogee
dawuroy	bakettaa
days	bakkaa
ddoriyo	bakkaaliya
de	bakkaara
deadline	bakkallaa
de'ana	bakkannaa
de'anawu	bakkannay
de'anee	bakkiis
dechche	bakteeree
dechchettuwaa	bakteeremiyassi
dechchinne	baktteeriya
decision	baktteeriyemiya
deechchetu	bala
deechi	balaa
de'ees	balaaliya
deegara	balaappe
deennaagaa	balaas
dees	balaassi
deettees	balaayyoo
deexetti	balada
deexidabi	balakkiyo
deexo	balakkoy
deexonne	balakkuwa
deexotettay	balan
deexuwa	balana
deexxees	balanchcha
deexxenna	balanchchaa
deexxi	balanitis
deexxii	balannaa
deexxiya	balanniis
deexxiyaaba	'balanties
deexxiyaba	balaqaa
deexxiyabadan	balase
deexxiyoogaa	balasiya
dei	balaykka
de'i	balbbuqanaw
de'ido	balbbuqettaa
de'ii	balbbuqettiis
de'iiddi	balbbuqiis
de'ikko	balddee
de'ikkokka	balddiya
deioosana	balennan
de'ishin	balettiis
de'iuwa	balettiya
deiya	balettiyabaa
de'iya	balettiyabati
deiyaa	balettiyagaa
de'iyaageeta	balettiyageeta
de'iyaageetuura	balggiis
de'iyabaa	balggo
de'iyabata	balggoy
de'iyabi	balgguwa
de'iyagan	balgguwan
de'iyageetuura	'bali
de'iyakko	balibakettaas
de'iyari	balibakkiis
de'iyo	balibakkiya
de'iyoogaa	balibakkiyogee
de'iyoogaanne	balibakkoynne
de'iyoogee	balibakkuwa
de'iyoonaa	balibassiya
de'iyoy	balidi
dembbaa	balidobay
dembban	balidoogaa
demettiya	balidooge
demissees	baliiddi
demmana	baliis
demmanaadan	balikko
demmanaassa	balissiis
demmanaassinne	baliya
demmanawu	baliyogee
demmanawunne	ballaa
demmanee	ballan
demmennaageeta	ballay
demmennan	ballshaped
demmidi	balqqiis
demmido	baltteetaa
demmiisippe	baltteetiyo
demminne	baluqiya
demmissiyoogaa	baluqoy
demmiyay	baluquwa
demmiyo	bambballooma
demmiyonne	bambbare
demmiyoogaa	bambbaree
demmiyoogaanne	bambbariya
demmiyoogee	bambbariyan
demmiyoonne	bamboozle
demmoosona	bamula
demo	bana
demota	banaara
dendda	banan
denddaagan	banatettaa
denddana	banddiraa
denddanappe	banddiray
denddanawu	banddiya
denddees	banddiyan
denddi	banddotiis
denddid	bandduwa
denddida	banggaa
denddidaagan	banggaappenne
denddidi	banggay
denddido	bankke
denddidosona	bankkee
denddikko	bankkettaa
denddinne	bankkiis
denddiya	bankkiya
denddiyaa	bankkiyan
denddiyaanne	bankkiyappe
denddiyabaa	bannahaa
denddiyo	bannakettaa
denddiyoo	bannakkiis
denddiyoogaa	banne
denddiyooge	banqqa
denddiyoogee	banqqaa
denddo	banqqatiis
denddosaynne	bantta
denddoy	banttaa
dendduwa	banttaagaa
dendduwaa	banttana
dendduwaann	banttanaara
dendduwan	banttarkka
denggeliya	banttaso
denotation	banttaw
denttana	baoy
denttanawu	baqaa
denttees	baqataa
denttennaba	baqatidosona
denttennan	baqatiis
denttettees	baqatissees
denttettennan	baqatiyagaa
denttettida	baqatiyosaa
denttettidi	baqe
denttettiiiddi	baqettaa
denttettiya	baqettan
denttetto	baqettees
denttettoosona	baqettiis
dentti	baqettiya
denttidi	baqiis
denttido	baqiya
denttidobappe	baqqa
denttikko	baqqaasu
denttikkowoykko	baqqala
denttirggidi	baqqanaw
denttiyo	baqqawsu
denttiyooga	baqqi
denttiyoogee	baqqido
denttiyoykka	baqqidoogee
de'o	baqqidosona
deoosona	baqqiis
de'oosona	baqqiya
deratettaa	baqqiyagaa
dere	baqqo
deree	baqulee
dereena	baquliya
dereppe	baquliyo
deressi	baquloti
deretattay	baquloy
deretetta	baquluwa
deretettaa	baquluwanne
deretettan	bara
deretettanne	baraa
deretettawu	baraarettaa
deretettay	baraariis
derissu	baraataa
deriyaa	baraatiis
deriyaanne	baraatuwa
deriyanne	barakiinaa
deriyawu	baratiya
ders	barbbarriya
derssi	barbbeesuwa
description	barbbeesuwapiqaade
descriptive	barchcheyiis
deshettana	barchchiya
deshettikko	barettiis
detail	barged
details	barggaagettaa
dettidobati	barggaagiis
de'uwa	barggaagissiis
de'uwaaninne	barggiya
de'uwan	barggiyan
de'uwassikka	barggottiis
developing	bargguwa
device	bari
dexo	baribeessuwa
di	bariigaa
dibilaa	bariiro
diccana	bariis
diccanaadan	bariiso
diccanawu	barimeelliya
diccees	barina
diccennaadaaninne	barissi
diccennaadan	barissinne
diccennan	bariya
dicci	bariyyoo
diccibeenna	barjja
diccida	barjjiis
diccidi	barkka
diccido	barkkatettaa
dicciiddi	barmeelliyan
dicciiddinne	barna
dicciidi	baro
dicciis	barottiis
diccikko	baroy
diccin	barqqaa
dicciss	barqqiis
dicciyaba	barrister
dicciyo	barssaa
diccna	barssaasu
diccosaana	barssidi
dichcha	barssiis
dichchaa	barssis
dichchaara	barssuwa
dichchan	baruwa
dichchana	barxxaxxa
dichchanagee	bashashiya
dichchanaw	bashee
dichchanawu	bashifulness
dichchanawukka	bashino
dichchane	bashiya
dichchanee	bashiyan
dichchanwu	bashsha
dichchawu	bashshaa
dichchawukka	bashshidi
dichchay	bashshidosona
dichchaykka	bashshiis
dichchcii	bashshiya
dichchees	bashshoosona
dichcheettees	bashuwa
dichchi	baskettable
dichchido	bassaa
dichchii	bassuwa
dichchiiddi	basuwa
dichchiyaabay	basuwaw
dichchiyaba	batettaa
dichchiyakko	batibatiis
dichchiyay	batibatoosona
dichchiyo	batibatuwa
dichchiyoga	battaaliya
dichchiyogaa	battaasu
dichchiyonne	battiis
dichchiyooga	ba'uwa
dichchiyoogaa	baw
dichchiyoogaan	baw'ettaa
dichchiyooge	baw'ida
dichchiyoogee	baw'iis
dichchiyoonne	bawsu
dichchna	bawtaa
dichchoosona	bawtiis
dichchwukka	bawutay
dictionary	bawwee
diddon	bawwiya
digettanaw	baxettaa
digettidi	baxuuxa
diggennaadan	baxuuxi
diggiis	baxuuxiis
diggiyageetuppe	baxuuxuwa
digire	baxxanniis
digiriyaa	baxxariya
diglossia	baxxariyo
dii	baxxiis
diicci	baxxiyagaa
diidaba	baydda
diidayeen	baydde
diidayin	bayida
diikko	bayidabaa
diikkokka	bayidosona
diikkonne	bayiis
diishin	bayin
dili	baylibayla
dio	baylibaylaa
diratto	baylibayliis
dirattodan	bayna
dirattoo	baynna
dirattooyye	baynnaagaa
dirattoppe	baynnaagaappe
dirattoy	baynnabaadan
dirattuwa	baynnabaakkonne
dirattuwaa	baynnan
dirattuwan	baynnasaa
dirattuwawu	baynnasan
dirbba	baynni
dirbbaa	bayoloojee
dirijjitiyawu	bayooloojee
dirjjitiyaana	bayooloojiya
dirqqallettida	bayra
dirsset	bayraa
discourse	bayratiis
discovery	bayratiya
discussion	bayratu
dishuwa	bayratussi
distinguishes	bayrayiis
disturbing	bayriyo
dividiya	baysa
diyaa	baysaa
diyaaba	bayzettees
diyaabati	bayzoy
diyaabi	bayzuwa
diyaana	bayzuwassi
diyaani	bayzuwaw
diyabadan	bayzzaasu
diyagillose	bayzzada
diyagiloosiya	bayzzanaw
diyagilosiya	bayzzaws
diyagiraame	bayzzees
diyan	bayzzi
diyana	bayzzidi
diyo	bayzziiddi
diyoo	bayzziis
diyooba	bayzzin
diyoobaa	bayzziyagaa
diyoode	bayzziyagee
diyooga	bayzziyakko
diyoogaa	bayzziyo
do	bayzziyosaa
do'ay	bayzzoy
dobbotay	bazettaa
doda	bazzido
dogadii	bazzidobaa
dogana	bazziis
doganawu	bazzottees
dogennan	bazzottiis
dogettanawu	bazzottiyogaa
dogettennaadan	bazzoy
dogi	bazzuwa
dogiichchaasi	bazzuwan
dogooppa	bbaa
dogoppa	bbee
dol	bbiya
dola	be
dolaa	bea
dom	be'a
domains	beaas
dom''ettidi	be'aas
dom''iichchi	be'aasu
domma	beada
dommiya	beadii
dona	be'adii
donaa	be'ana
donaanne	be'anaagee
donay	beanaassi
donoy	be'anaassi
donttan	beanaw
dooany	be'anaw
dooddido	beautification
doodettidi	beblessed
doometta	beceeccula
doomettaa	beckoner
doomettan	becomehappy
doomettanaadan	becomeinflated
doomettawu	becomfortable
doomettawukka	beconvenient
doomettay	bedchamber
doomettiis	bedcloth
doomin	bedclothes
doomissanawu	bedde
doomiyoode	bedirty
doomma	bedonewell
doommada	bedsheets
doommana	bedwoven
doommanaappe	beeba
doommanawu	beedaaruwa
doommayda	beeggiis
doommaydda	beeggottiyo
doommees	beegotaa
doommennaadan	beegotta
doommi	beegottaas
doommid	beegottees
doommida	beegottida
doommiddi	beegottiis
doommidi	beegoyidaakko
doommido	beegoyiis
doommidosona	beelaalaa
doommiis	beelibeela
doommikko	beelibeeliis
doommin	beelibeeloosona
doomminne	beelike
doommiyakko	beeluwa
doommiyo	beenaadan
doommiyoga	beenna
doommiyoge	beennaadan
doommiyoo	beennan
doommiyoode	beeraa
doommiyoy	beero
doommoosappe	beerottaas
doona	beerottiis
doonaa	beeroy
doonaabaa	beeruwa
doonaabaanne	beeruwan
doonaadan	beeruwassi
doonaagaa	beeruwayyoo
doonaagaadan	beeswax
doonaageenne	beetaa
doonaakka	beetay
doonaakko	beete
doonaakkonne	beeti
doonaan	beetroot
doonaana	beettaa
doonaananne	beettees
doonaane	beettenna
doonaanikka	beettennabaa
doonaaninne	beettida
doonaankka	be'ettida
doonaanne	beettido
doonaannee	beettiis
doonaappe	beettiya
doonaara	beettiyabaa
doonaaranne	beettiyabati
doonaasa	beettiyabay
doonaassi	beettle
doonaassinne	beettoosona
doonaatuppe	beexiya
doonaawa	beexiyan
doonaawu	beexxalaydda
doonaay	beexxallaasu
doonaayyo	beexxalssaa
doonan	beezummiis
doonanne	beezunttaa
doonata	beflammable
doonatettaan	befull
doonatettay	begfavour
doonati	beggar's
doonatikka	behaviour
doonatu	be'ida
doonatuppe	beidi
doonatusti	be'idi
doonatuurakka	beido
doonawu	be'idosona
doonawukka	be'iiddi
doonawunne	beiis
doonay	be'iis
doonayi	bein
doonaykka	beingnauseating
doonaynne	beings'
doonaynnee	be'iyagaa
doonda	be'iyo
doonee	beiyogan
dooneeyye	bekele
dooni	belecaa
doonikka	beletiis
doonnaanne	belettaa
doonnanne	beliis
doonnawukka	belittlement
doonnayi	belletiis
doora	belliya
doorada	bemany
doorana	bendingdown
dooranaagge	beni
dooranaassi	benibaa
dooranawu	benzine
doorees	beold
doorennan	beoos
dooretanwu	be'oos
doorettana	be'oosona
doorettanaappe	beqeqqa
doorettanawu	beqete
doorettees	berelactant
doorettena	bergguwa
doorettiaddaga	bergguwan
doorettibeenna	bersama
doorettida	besa
doorettiddo	bese
doorettidi	besettees
doorettido	besick
doorettikko	besiya
doorettiya	besiyakka
doorettiyaa	besluggish
doorettiyakko	besorry
doorettiyo	bessa
doorettiyoogaa	bessaas
doorettiyoy	bessaasa
dooretto	bessada
dooribeennabawu	bessanaw
doorida	bessee
dooridi	bessees
doorido	besseesippe
dooridoogawu	bessenna
doorii	bessidi
dooriiddi	bessido
doorikko	bessidobi
doorissiya	bessidosona
doorite	bessii
dooriyakko	bessiis
dooriyo	bessin
dooriyogaa	bessiya
dooriyoge	bessiyagaa
dooriyoo	bessiyagee
dooriyooga	bessiyo
dooriyoogaa	bessiyogaa
dooriyoogaanne	bessiyogaadan
dooriyoogeenne	bessokkona
dooro	bessokkonna
dooronappe	bessoos
dooroosona	bessoosona
dooroy	bessuutee
dooruwa	bessuuttee
dooruwaana	besuitable
dooruwakka	besuwa
dooruwan	betee
dooruwassi	betidi
doosona	betiis
dooya	betiya
dooyanaadan	betrayedjesus
dooyda	beuwa
dooydo	be'uwa
dooyees	beuwappe
dooyetto	be'uwappe
dooyidi	bibeenna
dooyido	bibookko
dooyiyaageeta	bichchaarettaa
dooyiyakko	bichchaariis
dooyiyakkonne	biddaa
dooyiyidi	biddanchcha
dooyiyo	biddanchchaa
dooyiyoogee	bidday
dooyiyoy	biddees
dooyo	biddidi
dooyyanawu	biddiis
dooyyio	biddiyogee
doponaaoottiyoogeenne	bidintta
dorettidee	bidinttaa
doro	bidinttay
dosanaadan	bigeater
dosanwukka	bigheaded
dosenna	bighearted
doshin	bigiraa
dosidinne	bigiray
dosin	bii
dosiya	biichchido
dosiyaba	biichchin
dosiyo	biida
dosiyooba	biidaakkonne
dosiyooga	biiddi
dosiyooge	biidee
dosiyoonaa	biidi
dossiyo	biido
dottoree	biidosaappe
doussaa	biidosona
douussaa	biikke
dowan	biikko
doydo	biiloone
doynichchiis	biiloonentta
dozatu	biin
drafting	biinnee
dubbanaadaaninne	biinniya
duccida	biinuwa
duchchi	biiraa
duchchiiddi	biiray
duge	biiraynne
dugettaa	biire
duguna	biiree
dumaasoo	biiribiira
dumatettaa	biiribiiray
dumatettaanne	biiribiirees
dumatetti	biiribiiriis
dum''idi	biiriya
dumma	biiriyan
dummaa	biis
dummabata	biishin
dummabati	biitaa
dummabay	biitta
dummanne	biittaa
dummatana	biittaappe
dummatanaadan	biittaaw
dummatattay	biittaawa
dummatees	biittaawatettaa
dummateettaa	biittaawati
dummatenna	biittaayyoo
dummatetta	biittan
dummatettaa	biittati
dummatettaadan	biittatu
dummatettaadandumma	biittatun
dummatettaanne	biittaw
dummatettan	biittay
dummatettanne	biittee
dummatettay	biitteeppenne
dummatetti	biitteesi
dummati	biitti
dummatidi	biittiya
dummatido	biittiyo
dummatii	biixa
dummatin	biixi
dummatiya	biixibiixa
dummatiyaa	biixibiixiis
dummatiyaaba	biixibiixiyogee
dummatiyaabaa	bijaamaa
dummatiyo	bikilaa
dummatiyoga	bikiliis
dummatiyoo	bikkaa
dummatiyoogaa	bila
dummatiyoy	bilaa
dummatoosona	bilahe
dummay	bilahee
dummayees	bilahiya
dummayidi	bilanddiis
dummayiya	bilandduwa
dummayiyaagaa	bilattiis
dummayiyabi	bilay
dummayiyagee	bilbbuwa
dummayiyay	bilbbuwan
dummayiyo	bilcciina
dummayiyoy	bilharziasis
dummda	biliharzziya
dummee	bililintto
dummtettaa	billamaa
dungguuxana	billi
dunkkaaniya	billy
dure	biloonee
duretettaa	bilooniya
dureyiyoogaaninne	bilooniyan
dussa	binddibilliis
dussaa	binddibilluwa
dussaanne	binddillaasu
duuchcha	binddilliis
duuqidi	binddilssaa
duuqqanawu	binded
duuqqidoy	bindedbeam
duuqqiiddi	binjjibinjja
duuqqiyoogaa	binjjibinjjiis
duussa	binjjilla
duussaa	binjjillattidi
duussaaba	binjjillattiis
duussaabaa	binnaana
duussaanne	binnaanaa
duussaara	binqqiriiraasu
duussan	binqqiriiriis
duussawu	binqqirirssaa
duussawukka	binzzilee
duussay	binzziliya
duussaykka	bira
duuttidi	biraa
duuxawu	biraannaa
duuxerettennan	biradhdhe
duuxxidi	biradhdhee
dv	biradhdheenne
dvd	biradhdhees
e	biradhdhenne
eanchchati	biradhdhettaa
earan	biradhdhetu
ebaa	biradhdhiis
echchi	biradhdhikko
economic	biradhdhiya
edayiyoogaa	biradhdhiyan
eddoy	biran
editing	birassa
ee	birassaa
eediisee	birassidi
eedise	birassiis
eeno	birassuwa
eenoy	birata
ees	birataa
eeshaawa	birataappe
eeshsha	biratay
eeshshaa	biray
eeshshaanne	birayleriya
eeshshaappe	birayliya
eeshshaara	birayyoo
eeshshaawatu	birazziis
eeshshan	birddibillisee
eeshshappe	birddibillisiya
eeshshata	birddibillisiyappe
eeshshati	birddilibiseenne
eeshshatuppe	birddilibisiya
eeshshawatubaa	birddilibsiya
eeshshay	birddiya
eeshshaykka	birddiyan
eeshshi	birdfamily
eeshshsaa	bird's
eeso	birggeediya
eesotada	birille
eesotana	birilliya
eesotees	biron
eesotidi	biroona
eesoyada	birr
